# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "--primary" "-s" "0" "-t" "gene" "-g" "gene_id" "-a" "/scratch/avannan/refs/rat/mRatBN7.2/Rattus_norvegicus.mRatBN7.2.105.gtf" "-o" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/05_counts/HISAT2_featureCounts/genes/powell_SRS6085261_CI1cue_hisat2_featurecounts_genes.txt" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam
ENSRNOG00000064100	14	618673	619748	-	1076	0
ENSRNOG00000002045	14	12719795	12781617	-	61823	591
ENSRNOG00000014785	14	80832187	80843385	+	11199	321
ENSRNOG00000022176	14	104611089	104620370	+	9282	0
ENSRNOG00000043451	14	5308885	5315162	-	6278	8
ENSRNOG00000007283	14	104655673	104693480	-	37808	0
ENSRNOG00000053766	14	81527385	81544902	+	17518	20
ENSRNOG00000070799	14	104720758	104728301	-	7544	0
ENSRNOG00000058474	14	81556417	81557011	-	595	11
ENSRNOG00000032350	14	61381076	62530144	+	1149069	164871
ENSRNOG00000064123	14	644037	656185	+	12149	1
ENSRNOG00000062922	14	15485127	15521775	-	36649	12
ENSRNOG00000012378	14	80666124	80681155	+	15032	351
ENSRNOG00000068086	14	15216737	15217233	+	497	0
ENSRNOG00000063032	14	691705	716053	-	24349	0
ENSRNOG00000013532	14	80681776	80683940	-	2165	57
ENSRNOG00000004621	14	103449930	103497686	+	47757	5660
ENSRNOG00000002258	14	9508515	9525298	+	16784	564
ENSRNOG00000003924	14	58220437	58248673	-	28237	357
ENSRNOG00000059140	14	81386701	81401843	-	15143	4
ENSRNOG00000002256	14	15637237	15665407	-	28171	326
ENSRNOG00000003253	14	65670131	65683854	+	13724	1470
ENSRNOG00000052477	14	81481981	81490756	-	8776	222
ENSRNOG00000067585	14	15504785	15505164	-	380	0
ENSRNOG00000003869	14	58609958	58615990	-	6033	160
ENSRNOG00000063380	14	15688040	15688664	-	625	0
ENSRNOG00000037462	14	103476372	103805849	-	329478	2998
ENSRNOG00000022298	14	15689424	15692271	+	2848	0
ENSRNOG00000025923	14	81251417	81267936	+	16520	905
ENSRNOG00000022256	14	15704758	15706975	+	2218	6
ENSRNOG00000003052	14	17865857	17877480	+	11624	437
ENSRNOG00000027864	14	81275091	81299601	+	24511	1435
ENSRNOG00000052275	14	81293299	81312144	-	18846	160
ENSRNOG00000060340	14	104505716	104609408	+	103693	5394
ENSRNOG00000068472	14	82032789	82038034	-	5246	2
ENSRNOG00000000048	14	1089866	1216398	+	126533	3768
ENSRNOG00000007948	14	79627399	79710667	-	83269	1070
ENSRNOG00000065699	14	100606613	100607588	+	976	0
ENSRNOG00000056148	14	80976328	81058962	-	82635	1366
ENSRNOG00000062321	14	81058786	81059198	+	413	0
ENSRNOG00000049076	14	85684414	85818524	+	134111	410
ENSRNOG00000025645	14	83873940	84375075	+	501136	18
ENSRNOG00000002940	14	17721932	17862617	+	140686	8980
ENSRNOG00000058780	14	82047415	82052482	+	5068	0
ENSRNOG00000061910	14	82056347	82064083	-	7737	12
ENSRNOG00000067374	14	83991228	83992758	+	1531	0
ENSRNOG00000065388	14	18768039	18769105	+	1067	0
ENSRNOG00000062895	14	81336495	81357367	+	20873	42
ENSRNOG00000070590	14	13374113	13384222	+	10110	0
ENSRNOG00000069782	14	83991841	83992591	+	751	0
ENSRNOG00000052061	14	15797435	15831491	+	34057	12
ENSRNOG00000004670	14	81112012	81122333	-	10322	92
ENSRNOG00000034011	14	80427673	80429181	+	1509	0
ENSRNOG00000003067	14	18513277	18521919	-	8643	0
ENSRNOG00000004440	14	86368675	86377455	-	8781	14
ENSRNOG00000002728	14	16707982	16747049	+	39068	248
ENSRNOG00000039548	14	16305362	16306013	-	652	0
ENSRNOG00000039504	14	17478443	17525047	-	46605	59
ENSRNOG00000003296	14	19305218	19326247	-	21030	275
ENSRNOG00000063211	14	14715929	14718579	+	2651	0
ENSRNOG00000052080	14	80845238	80933994	-	88757	6640
ENSRNOG00000039326	14	20322581	20329817	+	7237	0
ENSRNOG00000027463	14	18231165	18435556	+	204392	3315
ENSRNOG00000065084	14	20090914	20091715	+	802	1
ENSRNOG00000003119	14	18632135	18667567	+	35433	0
ENSRNOG00000005180	14	90660004	90685656	+	25653	3969
ENSRNOG00000062649	15	17613549	17616717	+	3169	0
ENSRNOG00000064480	15	20067263	20080331	-	13069	2427
ENSRNOG00000031307	15	18072361	18081437	-	9077	1
ENSRNOG00000065866	15	18147600	18177886	-	30287	1
ENSRNOG00000070218	15	17716358	17733744	-	17387	1
ENSRNOG00000050229	15	17729240	17733744	-	4505	0
ENSRNOG00000011704	15	20710629	20787222	+	76594	2653
ENSRNOG00000009291	15	16922335	16948317	+	25983	3
ENSRNOG00000013353	15	21734151	21806801	+	72651	1926
ENSRNOG00000018023	15	45173732	45212604	+	38873	452
ENSRNOG00000018295	15	45212803	45227636	-	14834	353
ENSRNOG00000008351	15	45228615	45233254	-	4640	10
ENSRNOG00000062766	15	22502687	22526992	-	24306	3
ENSRNOG00000070556	15	19614406	19618365	+	3960	0
ENSRNOG00000008543	15	45237477	45249242	-	11766	6
ENSRNOG00000062372	15	17980656	17983681	-	3026	0
ENSRNOG00000045711	15	23166235	23174805	-	8571	0
ENSRNOG00000065063	15	21943191	21953416	-	10226	1
ENSRNOG00000008829	15	45253379	45284758	-	31380	512
ENSRNOG00000013804	15	22308946	22355335	-	46390	2908
ENSRNOG00000011039	15	20402527	20437698	-	35172	19
ENSRNOG00000014148	15	22355500	22377750	+	22251	815
ENSRNOG00000009745	15	45290373	45361832	-	71460	2004
ENSRNOG00000010178	15	20088571	20109037	+	20467	202
ENSRNOG00000015495	15	44536727	44577199	-	40473	150
ENSRNOG00000011167	15	20489291	20523096	-	33806	121
ENSRNOG00000010935	15	50557717	50606556	+	48840	14
ENSRNOG00000011237	15	50607380	50671802	+	64423	2424
ENSRNOG00000031849	15	22975895	23076949	-	101055	452
ENSRNOG00000017170	15	48696511	48706820	+	10310	142
ENSRNOG00000011873	15	20795750	20827113	-	31364	374
ENSRNOG00000010645	15	20607692	20632025	+	24334	1
ENSRNOG00000047413	15	50909436	50934633	-	25198	29
ENSRNOG00000064161	15	26770499	26770801	+	303	0
ENSRNOG00000010063	15	49950804	50020928	+	70125	1115
ENSRNOG00000067178	15	27615181	27615240	+	60	0
ENSRNOG00000070834	15	27653063	27653128	+	66	0
ENSRNOG00000070976	15	50975122	51016964	+	41843	196
ENSRNOG00000012491	15	23190477	23193916	-	3440	0
ENSRNOG00000014982	15	22572342	22833385	-	261044	2843
ENSRNOG00000067796	15	22674189	22674524	-	336	0
ENSRNOG00000064001	15	23270833	23278421	+	7589	0
ENSRNOG00000000155	15	51020813	51070570	-	49758	1010
ENSRNOG00000066061	15	23288995	23294564	-	5570	0
ENSRNOG00000012255	15	20914642	21002578	+	87937	3494
ENSRNOG00000012515	15	23328121	23332381	-	4261	0
ENSRNOG00000067438	15	23238152	23247392	-	9241	0
ENSRNOG00000033642	15	23531029	23535704	-	4676	0
ENSRNOG00000001052	15	51077002	51099613	-	22612	393
ENSRNOG00000014192	15	22455662	22474789	+	19128	693
ENSRNOG00000066232	15	23401324	23406605	-	5282	0
ENSRNOG00000065899	15	23492445	23498563	+	6119	0
ENSRNOG00000016271	15	48546001	48568917	-	22917	5286
ENSRNOG00000069012	15	23307622	23314555	-	6934	1
ENSRNOG00000047419	15	23479417	23482838	-	3422	0
ENSRNOG00000015054	15	48323866	48383750	+	59885	619
ENSRNOG00000032368	15	23545408	23549849	+	4442	0
ENSRNOG00000012545	15	23507213	23508154	-	942	0
ENSRNOG00000012526	15	23435092	23436072	-	981	0
ENSRNOG00000008739	15	23565114	23577759	+	12646	0
ENSRNOG00000016029	15	48371296	48502302	-	131007	2690
ENSRNOG00000030687	15	23770417	23771391	+	975	0
ENSRNOG00000029613	15	23777662	23777958	-	297	0
ENSRNOG00000008804	15	23806594	23807532	+	939	0
ENSRNOG00000065218	15	23605389	23613804	+	8416	0
ENSRNOG00000039487	15	24732680	24733057	+	378	0
ENSRNOG00000063079	15	23626647	23636311	+	9665	0
ENSRNOG00000025615	15	24338479	24338931	-	453	0
ENSRNOG00000015577	15	48416544	48422331	+	5788	0
ENSRNOG00000054022	15	24345573	24346025	+	453	0
ENSRNOG00000062920	15	23640204	23648947	+	8744	0
ENSRNOG00000030110	15	24386192	24386623	-	432	0
ENSRNOG00000025562	15	24398419	24398922	-	504	0
ENSRNOG00000066425	15	23684471	23699746	+	15276	0
ENSRNOG00000039500	15	24618209	24618670	-	462	0
ENSRNOG00000062984	15	23703598	23715874	+	12277	0
ENSRNOG00000069587	15	25098674	25099615	-	942	0
ENSRNOG00000064358	15	25078013	25078954	-	942	1
ENSRNOG00000008800	15	23787750	23792968	+	5219	0
ENSRNOG00000063204	15	26070837	26071265	+	429	0
ENSRNOG00000067511	15	23823248	23824180	+	933	0
ENSRNOG00000069251	15	23946943	23953404	-	6462	0
ENSRNOG00000042103	15	27225434	27225910	-	477	0
ENSRNOG00000014478	15	47689919	47866784	-	176866	3944
ENSRNOG00000039060	15	29400695	29401168	+	474	0
ENSRNOG00000070633	15	24257489	24258627	+	1139	1
ENSRNOG00000020382	15	29259240	29260316	+	1077	0
ENSRNOG00000068095	15	31285716	31286054	+	339	0
ENSRNOG00000063996	15	35430321	35430686	+	366	0
ENSRNOG00000008850	15	23993048	24010668	-	17621	247
ENSRNOG00000057750	15	31592001	31592384	-	384	0
ENSRNOG00000021843	15	35639951	35640334	+	384	0
ENSRNOG00000067714	15	35778507	35782371	-	3865	133
ENSRNOG00000048585	15	39820330	39820737	+	408	0
ENSRNOG00000058011	15	39788233	39788853	+	621	0
ENSRNOG00000025239	15	48709700	48747363	-	37664	9
ENSRNOG00000031532	15	42188259	42189095	+	837	1
ENSRNOG00000013433	15	41972905	41973581	-	677	0
ENSRNOG00000022760	15	50332418	50400849	+	68432	68
ENSRNOG00000008892	15	24034106	24044338	+	10233	200
ENSRNOG00000029077	15	46202712	46203083	-	372	0
ENSRNOG00000021823	15	44583476	44585345	-	1870	67
ENSRNOG00000050996	15	51274295	51277499	+	3205	0
ENSRNOG00000011657	15	54848446	54850453	+	2008	2
ENSRNOG00000070802	15	51432883	51433062	-	180	0
ENSRNOG00000026056	15	24014908	24028475	-	13568	6
ENSRNOG00000064764	15	54806873	54811687	+	4815	457
ENSRNOG00000038291	15	50400200	50437321	-	37122	36
ENSRNOG00000049650	15	62426733	62427809	+	1077	0
ENSRNOG00000029516	15	24259525	24263079	-	3555	1
ENSRNOG00000038122	15	58759343	58759666	+	324	0
ENSRNOG00000030871	15	58110595	58111720	-	1126	11
ENSRNOG00000009333	15	24137153	24144568	-	7416	75
ENSRNOG00000045597	15	62422113	62423186	-	1074	0
ENSRNOG00000029520	15	50452312	50455724	-	3413	0
ENSRNOG00000038074	15	67638364	67638823	+	460	0
ENSRNOG00000062952	15	68158507	68159715	-	1209	0
ENSRNOG00000009663	15	24144362	24146785	+	2424	261
ENSRNOG00000038041	15	75010179	75010634	-	456	0
ENSRNOG00000022492	15	74015628	74016215	-	588	0
ENSRNOG00000001030	15	51749510	51850958	+	101449	7464
ENSRNOG00000009521	15	78452211	78452405	-	195	0
ENSRNOG00000009948	15	24146856	24150702	-	3847	97
ENSRNOG00000065791	15	81735123	81735410	+	288	0
ENSRNOG00000031960	15	92259763	92260203	-	441	0
ENSRNOG00000063983	15	95292265	95296091	-	3827	95
ENSRNOG00000064722	15	84610352	84610684	-	333	0
ENSRNOG00000064971	15	23849218	23859172	-	9955	0
ENSRNOG00000055266	15	99536497	99536826	-	330	1
ENSRNOG00000067582	15	23864191	23868317	-	4127	0
ENSRNOG00000029824	15	99623904	99624368	+	465	1
ENSRNOG00000068404	15	23893337	23900171	-	6835	0
ENSRNOG00000063454	15	12858465	12858845	-	381	0
ENSRNOG00000010261	15	24226691	24228561	+	1871	0
ENSRNOG00000070732	15	13800641	13801093	-	453	0
ENSRNOG00000042612	15	24275774	24276702	-	929	0
ENSRNOG00000068233	15	18797223	18797393	-	171	0
ENSRNOG00000068357	15	24737497	24743632	-	6136	0
ENSRNOG00000070440	15	11405522	11405956	-	435	0
ENSRNOG00000025868	15	24105930	24114438	-	8509	10
ENSRNOG00000033030	15	16743952	16744747	-	796	0
ENSRNOG00000031251	15	18453946	18454347	-	402	0
ENSRNOG00000009982	15	24170602	24203986	+	33385	952
ENSRNOG00000029267	15	20118923	20119078	-	156	0
ENSRNOG00000051066	15	24667079	24667414	+	336	0
ENSRNOG00000009063	15	53184855	53249675	-	64821	1044
ENSRNOG00000063800	15	25095943	25096158	-	216	0
ENSRNOG00000065956	15	31902187	31902768	+	582	0
ENSRNOG00000066653	15	44603770	44603931	+	162	0
ENSRNOG00000070072	15	75090383	75091114	+	732	0
ENSRNOG00000062868	15	78973980	78974231	+	252	0
ENSRNOG00000065038	15	78809351	78809614	-	264	0
ENSRNOG00000062313	15	78983372	78983629	+	258	0
ENSRNOG00000043061	15	50770871	50834487	+	63617	207
ENSRNOG00000062503	15	95024031	95027881	+	3851	151
ENSRNOG00000068647	15	96066556	96068581	-	2026	261
ENSRNOG00000059922	15	97686537	97687867	+	1331	0
ENSRNOG00000009471	15	53284216	53382191	+	97976	95
ENSRNOG00000051706	15	24045878	24093526	-	47649	120
ENSRNOG00000068903	15	97990756	97993776	+	3021	5
ENSRNOG00000063033	15	98883429	98884679	+	1251	1
ENSRNOG00000067118	15	222153	237056	-	14904	0
ENSRNOG00000068308	15	236871	282708	+	45838	75
ENSRNOG00000062863	15	273259	301493	-	28235	84
ENSRNOG00000013236	15	2512105	2515379	+	3275	1033
ENSRNOG00000009512	15	50043632	50063144	+	19513	660
ENSRNOG00000010375	15	24590738	24592850	+	2113	2
ENSRNOG00000013287	15	25021345	25038918	-	17574	353
ENSRNOG00000025625	15	24312464	24330117	+	17654	0
ENSRNOG00000064609	15	24312597	24330117	+	17521	0
ENSRNOG00000025597	15	24354303	24357328	+	3026	0
ENSRNOG00000063584	15	24361927	24363624	-	1698	0
ENSRNOG00000065141	15	24397940	24398377	-	438	0
ENSRNOG00000009412	15	50071947	50249657	-	177711	1594
ENSRNOG00000069584	15	24421859	24423611	+	1753	0
ENSRNOG00000032133	15	24449611	24450479	-	869	0
ENSRNOG00000070444	15	24486826	24487691	-	866	0
ENSRNOG00000063957	15	24499178	24500095	-	918	0
ENSRNOG00000064658	15	24511891	24512790	-	900	0
ENSRNOG00000042960	15	54662483	54681141	-	18659	266
ENSRNOG00000071047	15	53673877	53705445	-	31569	1
ENSRNOG00000021943	15	53469599	53482398	-	12800	1
ENSRNOG00000001049	15	51146154	51159625	+	13472	1481
ENSRNOG00000029316	15	51206031	51327253	-	121223	1390
ENSRNOG00000047106	15	54776937	54804704	+	27768	416
ENSRNOG00000009987	15	53911657	53941605	-	29949	15732
ENSRNOG00000022094	15	52395183	52407545	-	12363	64
ENSRNOG00000042404	15	52407717	52470163	+	62447	162
ENSRNOG00000047817	15	52515178	53079749	+	564572	15099
ENSRNOG00000067430	15	54695049	54696329	+	1281	1
ENSRNOG00000010065	15	53991481	54150706	-	159226	4361
ENSRNOG00000042253	15	3967382	3998706	+	31325	262
ENSRNOG00000013280	15	55407148	55429681	+	22534	49
ENSRNOG00000008970	15	60222004	60313999	+	91996	7556
ENSRNOG00000024061	15	8406492	9051288	+	644797	31584
ENSRNOG00000038228	15	51879877	51904785	-	24909	883
ENSRNOG00000068464	15	24535700	24536592	-	893	0
ENSRNOG00000006751	15	11102180	11205620	+	103441	965
ENSRNOG00000069429	15	24550323	24551150	-	828	0
ENSRNOG00000062969	15	24555298	24556199	+	902	0
ENSRNOG00000048927	15	57178469	57178978	-	510	0
ENSRNOG00000007246	15	11118886	11263106	-	144221	357
ENSRNOG00000033366	15	59673927	59675144	+	1218	0
ENSRNOG00000045632	15	26712109	26712910	+	802	0
ENSRNOG00000001037	15	51411231	51429467	-	18237	366
ENSRNOG00000064703	15	26723875	26724575	+	701	0
ENSRNOG00000059044	15	26756272	26757732	+	1461	0
ENSRNOG00000001033	15	51429549	51460310	+	30762	285
ENSRNOG00000048795	15	9051341	9112085	-	60745	3892
ENSRNOG00000010389	15	24600982	24609626	-	8645	2529
ENSRNOG00000064095	15	26795476	26796034	+	559	0
ENSRNOG00000071004	15	26801688	26802686	+	999	0
ENSRNOG00000031061	15	55520332	55531842	+	11511	6
ENSRNOG00000064846	15	26869108	26870698	+	1591	0
ENSRNOG00000013306	15	64425534	64431790	-	6257	1085
ENSRNOG00000062797	15	26881687	26882304	+	618	0
ENSRNOG00000049976	15	30173603	30346814	-	173212	1
ENSRNOG00000062484	15	26892138	26893689	+	1552	0
ENSRNOG00000066180	15	26910935	26911597	+	663	0
ENSRNOG00000045863	15	54711621	54770896	-	59276	1940
ENSRNOG00000007701	15	11262613	11277193	+	14581	433
ENSRNOG00000062724	15	26913901	26914534	+	634	0
ENSRNOG00000025473	15	24614006	24618967	+	4962	2
ENSRNOG00000039432	15	26924498	26925299	+	802	0
ENSRNOG00000051907	15	26940118	26940983	+	866	0
ENSRNOG00000069768	15	26952149	26952764	+	616	0
ENSRNOG00000025512	15	24582406	24589026	+	6621	74
ENSRNOG00000064134	15	26965415	26966006	+	592	0
ENSRNOG00000067574	15	26971536	26972140	+	605	0
ENSRNOG00000053145	15	54252584	54576870	+	324287	3558
ENSRNOG00000061293	15	26984673	26985590	+	918	0
ENSRNOG00000025640	15	24291243	24295559	-	4317	0
ENSRNOG00000066274	15	27074345	27075443	+	1099	0
ENSRNOG00000009075	15	35734107	35772677	+	38571	163
ENSRNOG00000056892	15	27077946	27078803	+	858	0
ENSRNOG00000064043	15	27094118	27094750	+	633	0
ENSRNOG00000027633	15	11276945	11295799	-	18855	11
ENSRNOG00000031304	15	29532079	29873922	+	341844	0
ENSRNOG00000021831	15	35774326	35779415	+	5090	88
ENSRNOG00000009074	15	27109504	27665579	+	556076	55
ENSRNOG00000064147	15	54413775	54415497	+	1723	0
ENSRNOG00000010696	15	37445381	37454863	-	9483	7
ENSRNOG00000020625	15	29871335	29873926	+	2592	0
ENSRNOG00000041381	15	28451638	28451749	-	112	0
ENSRNOG00000068959	15	3355877	3377889	+	22013	0
ENSRNOG00000057109	15	71762246	71762373	-	128	0
ENSRNOG00000067234	15	37962692	37962771	+	80	0
ENSRNOG00000069849	15	3366432	3378793	-	12362	0
ENSRNOG00000046753	15	40493088	40493208	-	121	0
ENSRNOG00000065233	15	71695969	71696057	+	89	0
ENSRNOG00000052202	15	80927117	80927199	-	83	0
ENSRNOG00000008024	15	16759862	16828444	-	68583	1380
ENSRNOG00000035462	15	92181214	92181300	+	87	0
ENSRNOG00000012012	15	38097886	38157140	+	59255	491
ENSRNOG00000062626	15	3501470	3503856	+	2387	0
ENSRNOG00000060405	15	29810447	29812719	+	2273	0
ENSRNOG00000054276	15	81373249	81373355	+	107	0
ENSRNOG00000035583	15	28425554	28425669	+	116	0
ENSRNOG00000064640	15	4320039	4325634	-	5596	0
ENSRNOG00000057576	15	81756439	81756561	+	123	0
ENSRNOG00000051849	15	35797798	35797880	-	83	5
ENSRNOG00000063503	15	4376293	4390681	-	14389	0
ENSRNOG00000061287	15	81416097	81416227	-	131	2
ENSRNOG00000035578	15	92180912	92180993	+	82	0
ENSRNOG00000011678	15	54862843	54890647	-	27805	497
ENSRNOG00000069993	15	4404901	4407585	-	2685	0
ENSRNOG00000056893	15	76533658	76533849	-	192	0
ENSRNOG00000035471	15	38842014	38842098	+	85	6
ENSRNOG00000065455	15	4409325	4433445	-	24121	0
ENSRNOG00000060150	15	76122249	76122407	-	159	0
ENSRNOG00000065085	15	27145692	27146409	+	718	0
ENSRNOG00000035629	15	45516392	45516473	+	82	0
ENSRNOG00000011560	15	37769078	37791244	-	22167	513
ENSRNOG00000066053	15	76173011	76173117	-	107	0
ENSRNOG00000068227	15	4429052	4431921	-	2870	0
ENSRNOG00000068559	15	56848430	56848503	+	74	0
ENSRNOG00000066538	15	27170628	27197907	+	27280	0
ENSRNOG00000060682	15	62192084	62192173	-	90	0
ENSRNOG00000069181	15	7963142	7967231	-	4090	179
ENSRNOG00000052354	15	24672763	24696510	+	23748	137
ENSRNOG00000057216	15	62281937	62282097	+	161	0
ENSRNOG00000035649	15	92181336	92181413	+	78	0
ENSRNOG00000064094	15	8017311	8028588	-	11278	352
ENSRNOG00000057812	15	24986050	24986142	+	93	0
ENSRNOG00000065769	15	27238340	27282544	+	44205	0
ENSRNOG00000070936	15	8028461	8034463	+	6003	35
ENSRNOG00000038760	15	37255022	37257543	+	2522	1
ENSRNOG00000035657	15	92180629	92180712	+	84	0
ENSRNOG00000065612	15	24983617	24983723	+	107	0
ENSRNOG00000066005	15	9208707	9210542	-	1836	27
ENSRNOG00000065401	15	27319438	27320364	+	927	0
ENSRNOG00000068082	15	29915483	29918511	-	3029	0
ENSRNOG00000068133	15	26438136	26438252	+	117	0
ENSRNOG00000062371	15	37676717	37685378	-	8662	0
ENSRNOG00000064804	15	73008673	73008779	-	107	0
ENSRNOG00000068621	15	27327462	27328325	+	864	0
ENSRNOG00000068383	15	10563420	10584848	-	21429	17
ENSRNOG00000058865	15	74044622	74044753	-	132	0
ENSRNOG00000063595	15	17532202	17535445	+	3244	0
ENSRNOG00000053976	15	9795439	9795570	+	132	0
ENSRNOG00000065420	15	27396756	27397438	+	683	0
ENSRNOG00000011316	15	37700919	37715469	+	14551	7
ENSRNOG00000070014	15	16656502	16659172	+	2671	5
ENSRNOG00000065060	15	9490165	9490290	+	126	0
ENSRNOG00000066946	15	27419193	27419903	+	711	0
ENSRNOG00000068304	15	10698025	10698155	-	131	0
ENSRNOG00000069355	15	17244617	17248358	-	3742	8
ENSRNOG00000046326	15	38259928	38270316	+	10389	4
ENSRNOG00000053941	15	10871528	10871588	+	61	0
ENSRNOG00000066682	15	17694938	17699054	+	4117	0
ENSRNOG00000070977	15	11300005	11390120	+	90116	0
ENSRNOG00000011762	15	54865616	54986699	+	121084	669
ENSRNOG00000065679	15	27521496	27586880	+	65385	0
ENSRNOG00000057970	15	35777952	35778089	-	138	0
ENSRNOG00000071137	15	18186038	18202350	-	16313	2
ENSRNOG00000061759	15	36884969	36885093	-	125	0
ENSRNOG00000033109	15	27589114	27589647	-	534	0
ENSRNOG00000063561	15	30143921	30144049	+	129	0
ENSRNOG00000014231	15	39624641	39651867	-	27227	22
ENSRNOG00000056328	15	18192493	18196866	+	4374	0
ENSRNOG00000062774	15	30326356	30326484	+	129	0
ENSRNOG00000014282	15	28169704	28171814	-	2111	0
ENSRNOG00000063652	15	30256166	30256294	+	129	0
ENSRNOG00000067698	15	30295180	30295308	+	129	0
ENSRNOG00000066578	15	18211264	18216896	+	5633	0
ENSRNOG00000070214	15	30076917	30077045	+	129	0
ENSRNOG00000013317	15	28037574	28064274	-	26701	53
ENSRNOG00000069194	15	30240621	30251349	-	10729	0
ENSRNOG00000065797	15	18593718	18595775	+	2058	304
ENSRNOG00000010708	15	37459601	37505636	-	46036	0
ENSRNOG00000039871	15	12818385	12833838	-	15454	439
ENSRNOG00000051403	15	30798288	30798450	-	163	0
ENSRNOG00000065194	15	19632992	19644723	+	11732	7
ENSRNOG00000071126	15	30211475	30211603	+	129	0
ENSRNOG00000031618	15	30289611	30291562	-	1952	0
ENSRNOG00000061145	15	41785142	41785272	+	131	0
ENSRNOG00000065144	15	22380903	22382794	+	1892	62
ENSRNOG00000065498	15	65750918	65751049	+	132	0
ENSRNOG00000070830	15	17574864	17577839	+	2976	0
ENSRNOG00000063639	15	24121557	24131261	-	9705	66
ENSRNOG00000054735	15	66551806	66551936	+	131	0
ENSRNOG00000024785	15	29501595	29504214	+	2620	0
ENSRNOG00000063200	15	24407829	24420580	-	12752	30
ENSRNOG00000069641	15	66510972	66511103	+	132	0
ENSRNOG00000018238	15	39821855	39866122	+	44268	5
ENSRNOG00000065189	15	4589987	4599799	-	9813	0
ENSRNOG00000052938	15	85378437	85378563	+	127	0
ENSRNOG00000066240	15	24454978	24463251	-	8274	0
ENSRNOG00000012046	15	27968910	27978296	-	9387	340
ENSRNOG00000056766	15	86753735	86753851	-	117	0
ENSRNOG00000063430	15	25644795	25647964	-	3170	0
ENSRNOG00000056759	15	51284084	51284223	-	140	0
ENSRNOG00000065395	15	25679320	25685675	+	6356	2
ENSRNOG00000055553	15	51159220	51159349	+	130	0
ENSRNOG00000061833	15	26059941	26065573	+	5633	0
ENSRNOG00000064305	15	45491406	45491496	-	91	0
ENSRNOG00000059530	15	91190390	91190496	+	107	0
ENSRNOG00000065126	15	27874753	27882940	-	8188	39
ENSRNOG00000016414	15	28382292	28388799	-	6508	1760
ENSRNOG00000070464	15	11931367	11931493	+	127	0
ENSRNOG00000012594	15	54990672	55069150	+	78479	1009
ENSRNOG00000068863	15	4615466	4718250	-	102785	0
ENSRNOG00000059767	15	11354206	11354306	-	101	0
ENSRNOG00000055682	15	11243442	11243547	+	106	0
ENSRNOG00000039297	15	27882829	27886799	+	3971	29
